TARGET,PV1,PV2,PV3,PV4,PV5,PV6,PV7,PV8,PV9,PV10,PV11,PV12,PV13,PV14,PV15,PV16,PV17
254.18302230141396,507.4852329870279,334.45548582511316,384.95901537747216,401.32721041262715,113.2317540670741,92.42292640948142,283.3520175887069,134.65543235219437,133.40011827203304,0.23921971033055842,0.10416891515499058,0.13489427756467745,9.485037990175632,852.4586361006687,214.9991063334443,0.7738171098707033,2.688986549168006
253.11052009761053,510.41742367661783,336.87011841776837,386.9527654526143,402.9808284822032,113.74201415572557,92.94817134210271,285.4218066613565,135.0680467349979,131.56221384491397,0.2463952895126501,0.11592449403645913,0.13579687580650993,8.665275984712396,847.8844672763578,214.971081644924,0.7431614427558567,2.7283755842246413
261.690537728038,508.24904828643224,335.35297176992077,384.1850731241502,388.9719357291531,110.21955103946812,89.22192413226469,272.6054979655936,134.4579844755725,141.93150047553038,0.16553343559016115,0.08910469678884997,0.14655603959354868,17.853562907400534,547.9609082592274,214.72460170067725,0.555485725654963,1.8828479838714025
261.690537728038,507.70598175184233,336.71703103965154,385.32052331898575,392.63627343813386,110.94305415024255,90.31504613367431,276.4991667570673,134.81859139939044,141.2352555253372,0.1930811404793251,0.11019496834845163,0.1448464892158085,13.87243337252405,556.364500573274,215.75808230762516,0.5583350912373369,2.038662974529328
261.690537728038,508.24904828643224,336.4935174992822,385.8458963839646,392.94721358511396,111.16716861324261,90.1762317390816,275.43298743302546,135.10258165650092,142.18241373598667,0.1829176083492166,0.0906239190165968,0.14620051859526656,17.31281051270718,552.9728645571244,215.22885884668113,0.5529279320023434,2.039023784090781
255.2555245052174,506.6878343875962,333.6970617091602,382.5412253211008,393.316704800902,110.83776976827289,90.07437779956942,273.6975789093911,134.76281052855418,142.60728468774644,0.20069540197114444,0.08120837840443966,0.15521930610293175,19.069062291879387,553.0173684800121,215.37616010482807,0.5641549973227336,1.9417731065832735
249.89301348620023,505.29085101694307,333.3031526660526,383.1648135287908,400.5250807532582,113.19367495598073,92.11192922990362,280.65528449088526,134.551171342146,128.14021754598713,0.29877283426741436,0.11906046224293941,0.14244800964032037,10.04210795197305,715.2177764522775,215.10770980343403,0.6962279724901554,2.4876721832653987
249.89301348620023,508.02318011612584,336.7100182650205,386.939254374781,402.29160446746386,113.50516789832942,92.8773225925302,285.6212179267049,134.13962335834378,126.26487079673986,0.27302548157737255,0.13600685709785973,0.13004966038162546,7.327471064888543,837.9220455918752,214.7642981414321,0.7522904270018956,2.615960641406796
247.74800907859336,507.742022366506,334.665421440133,384.4280993062028,400.3274459169064,113.07972830293791,92.35184133986364,283.36465633087687,134.1921230014838,126.92524732772618,0.2617254464138065,0.12078247431624928,0.13194548633625985,8.097511260781165,854.710256449273,214.74257744743417,0.7671516535459102,2.7625669614850015
255.2555245052174,510.75202801957397,336.7919334410303,386.6626237170919,401.7478588762474,113.37151312519399,92.818904277339,285.3714077265306,134.46356256265614,128.96543969873244,0.24554164883250496,0.12301346039988818,0.1339458035163455,8.120553328468885,855.371755606661,214.9501723561616,0.7564625213042898,2.788671046386903
253.11052009761053,510.7198781530843,336.5951281274474,386.2295763506405,401.65893319153906,113.41837077945546,92.75141127240934,285.27217019541825,134.68767041431005,128.95094322445715,0.2504379049224216,0.12284859527581025,0.13438898360963666,7.99494963518693,859.6334035796216,214.68846295980137,0.7540497197118948,2.636831013873532
252.03801789380708,507.7336265414991,334.9065415210655,384.2498570101714,400.61180827497367,113.11891199893324,92.43327722746433,284.02686400704164,134.58587032503388,128.4593056540352,0.24934379614737617,0.11151816464618915,0.1342222465057264,8.776897151278423,855.5112277221398,214.48161704052217,0.7559825850496098,2.758719378853024
256.32802670902083,506.1580783072855,334.59290636628816,383.8706807361065,399.1736101786911,112.47046252544362,92.11944420734328,283.7133919944556,134.41951208083395,139.69523293532635,0.20739032572011387,0.10081005678785844,0.13542729502868192,9.908899787397372,853.2554351307647,214.73583654240034,0.7716342063518978,2.656640011459641
254.18302230141396,505.17023782355193,333.09291863509105,382.35258988827457,398.5365425767807,112.24919672876965,91.90973379916899,282.65657470165075,134.40769966112748,140.1516647825083,0.20627052770901075,0.09852274728162137,0.13732681745117814,10.420083087561371,847.2788960399203,214.65894029238467,0.7777587211171324,2.658590120030294
264.9080443394483,508.30986682367705,338.32325484611107,388.47414746043125,401.06782717947794,113.09408790666319,92.42458064979833,284.1676065433047,135.91550581824703,147.59779950325955,0.179885015089362,0.10431633873581682,0.1282576655688956,11.24610882154354,733.4364705453543,215.50997955290734,0.6834731003426604,2.493536457122331
262.76303993184143,507.52864554559994,339.2871383379576,389.5195238030449,400.49750379934864,112.68254282661721,92.63093531332974,286.6806877950269,135.32521295569154,146.0856929808531,0.18972778271459767,0.13137472353300436,0.11965796510506506,8.941060191029228,730.6175245190441,215.06770128374242,0.6918733636865907,2.500043924683268
261.690537728038,501.41935180768365,332.95236472652766,381.65469075250155,389.8514007592684,110.15298526511401,89.46746065930218,273.78620613843486,134.6998929874786,142.77842592119072,0.16059436410681513,0.07356904627072082,0.13694271483532153,21.39282242556335,552.412194600029,215.07344353617864,0.5799623910747386,1.9298000715735748
263.83554213564486,501.44638226868136,333.5900795940435,382.37354938081086,390.7502495903201,110.48883721135297,89.70378070457406,274.0915643906154,135.12292526821767,143.35604829331407,0.1583422744124279,0.06434032160292912,0.1352109856504104,24.562903050786943,555.9725084310525,215.15146327036663,0.557589990828713,1.8569094345013413
259.5455333204311,500.02687351386345,330.9220918668441,379.57640983142807,388.79468385873446,109.7859142613832,89.12739611415593,271.68271375333194,134.47316015366764,141.9357251623192,0.17440478510873597,0.05322176318346672,0.137333352278291,29.41902487876425,552.5914023609432,214.81853746063962,0.5711786299991823,1.984762605250585
257.40052891282426,498.48040350284435,329.8172068425215,378.4433847018447,389.35281742590377,109.71068621595593,89.18586169335619,270.83123701232563,133.94274969656877,141.92213989499834,0.19324075065089638,0.0533135014469357,0.1397561889366544,28.99974655102843,558.1268757874533,215.123563413421,0.5774388606755437,1.9746283568243077
254.18302230141396,496.0675253063616,327.6629421590415,375.8771460082538,389.4489370985885,109.648829461447,89.035325824518,268.7743987495538,133.79583272646914,141.46454832987436,0.22846911598628,0.05375553821749272,0.14391154688018507,29.101778115525654,550.2527609488351,215.3796553889197,0.5763859759684716,1.8674310729162829
250.96551569000366,498.3563091137186,328.3597433830235,376.85947065431213,389.9337319549983,109.85364275668671,89.1319807230342,269.4256840559421,133.70280992128042,142.00804185970392,0.220666186006693,0.053186284532071804,0.1466176253884609,29.61058480188214,552.5016991413726,214.99860700714552,0.5697797700014303,2.010549830406324
253.11052009761053,501.1404465964802,329.6108522188027,377.9471124198914,389.279878381143,109.65731732437773,89.08835604267702,270.5564613955193,133.80083659870593,142.35173255552203,0.19207589119293803,0.06114600930725443,0.14661551312111132,25.416841871426744,557.6309749324179,214.89961556840777,0.5648202894215509,1.907792004187685
252.03801789380708,501.2430394825396,330.1909728095611,378.1619039136513,388.54249461356164,109.54441712018937,88.99793999335598,270.26202551311525,133.92183187000515,141.85520760234442,0.19091889292197003,0.05912553414259362,0.14940291392234734,26.385014055149878,554.3783143361791,215.1528988334757,0.5610643682949024,1.9015948170592447
255.2555245052174,501.3118442923519,329.6141347941619,377.80247459949663,388.62022965030667,109.5264530815209,89.00072856989019,270.85058521021546,133.98597987146684,141.71156825152528,0.19093714210605472,0.06124778709318049,0.15066532370551586,25.381386673604442,557.0318607383637,214.93463082511136,0.5600977267037679,1.7655425056192184
257.40052891282426,492.9270772013577,323.7618997605387,372.4837868447408,393.2253811202016,111.60499118674541,89.89165514056519,272.4937777261652,131.4753484996807,121.77253767432153,0.3525453185779427,0.08506944686634718,0.12427557955638806,12.355859284942863,802.8106358939051,214.78589400385536,0.84884619723804,2.926412925576402
255.2555245052174,498.77405260186464,324.58910875106466,373.1569156711529,393.79350633733804,111.77114401041703,90.03226556750198,273.1168209049884,131.80847514154254,122.36076318191483,0.3197209322998665,0.07886912713159204,0.13938489194160483,13.447812860398745,802.5645729095456,214.7623008362369,0.8255960727219631,2.8894029703414548
245.60300467098648,501.4535494363701,325.72935606448436,374.4385626569023,395.2640773795145,112.16077180056652,90.43018125973079,274.0385128802724,132.16153524165912,123.76062557493262,0.2982791236487544,0.07617696112016865,0.1408558221171932,13.768974453961674,802.3527819193743,215.3124960017307,0.8077718268768971,2.77135429281754
241.31299585577275,503.5111408917091,327.3015604535845,376.7059986676418,398.7357760771272,113.00234922375422,91.16267887205552,274.99921331904386,133.05107607011263,123.4178460860689,0.3290892211389007,0.07724629788289519,0.14355351756442525,13.699332047607957,792.6242045082798,214.49840688731942,0.7641105808821786,2.819672772381903
243.4580002633796,501.90098547636967,329.15039642068524,378.65904229033754,398.13168092010864,112.66963662407868,91.14878325339353,275.31034482382057,132.31042094837647,123.02055985393012,0.31974648115758497,0.0862426671622948,0.13410263936705444,12.157169520402428,801.2715750070735,214.3382479769783,0.7922663675995848,2.78397078470379
243.4580002633796,501.73900748660327,328.2400785903825,377.5457641206643,398.02816742644814,112.84735852119701,91.18229343581308,276.0653926430857,132.6995745531518,123.6207138889271,0.33044696043480004,0.08716732419673107,0.13632646083607128,11.68402589896511,799.4325099972036,215.07032274681112,0.7881593734786977,2.9336212216290596
247.74800907859336,505.5427257671488,332.13903207729305,381.84886919161835,400.15219237648125,113.07972830293791,91.83033026395765,279.79975086967625,132.849034474716,124.57996630097195,0.29791063050858324,0.09741272067469908,0.13639213914897336,10.52313666528486,796.9876750726689,214.8464997333726,0.7780619091254869,2.814506695291225
248.82051128239678,510.1575626538446,336.6828624143214,386.7416115567326,402.8083726037688,113.69649363055592,92.89953667678576,285.2122531955014,135.02276579278964,131.4801223820179,0.2471009714233703,0.11539210156378846,0.13573931652123292,8.723482236286802,846.1828875996948,214.97463934480297,0.7433042620244006,2.7279571398754725
252.03801789380708,501.3294550472443,329.5384863529287,378.12829943801466,395.72768993799383,111.97177151023885,90.66456348063143,277.637901823196,132.4114007307286,133.5654609157672,0.2519197386700967,0.0767458957529691,0.13956667895038108,13.335620059316334,800.7030572600046,214.494412276929,0.7938847631259881,2.6781201547169577
253.11052009761053,500.8220195748787,329.9719355083179,379.08516089892566,396.40692230276596,112.26814908024514,90.86614447924835,278.1255076167904,132.85313600933634,132.12915024457155,0.2544462680174495,0.07957478644734603,0.12683630766766854,13.064207990936938,799.7940050315533,214.49740823472183,0.7966314225169986,2.847605906483
254.18302230141396,501.78528691225074,330.55086243530934,379.8480171396664,398.1696491899841,112.71283170734951,91.29019716848421,278.9957084202708,133.11530610226674,130.11670826717798,0.26064102374415987,0.08163697242458805,0.12626025275641567,12.658926047723504,802.5286121504265,214.78745439853913,0.7927371948429885,3.0121071702155526
255.2555245052174,502.8564713173939,331.2430382121942,380.5596005722193,398.85187904974634,112.89962282787327,91.49007666277518,279.59066550538296,133.47312398254286,133.21978213204844,0.25740263583916584,0.08130407292040233,0.12469790100960176,12.796613748236668,804.2127081430978,214.77278668851176,0.7907736597150128,2.708492898325472
249.89301348620023,501.7902015415231,330.65978425404745,379.9952532442599,399.1598217017363,112.99833783647874,91.47320341154277,279.30325114640664,133.65695476422533,129.33555539622952,0.2717817294928328,0.08154746752946228,0.1246076675887604,12.672430480116638,803.515645583045,215.07431735720152,0.7981566387078685,2.904351170990996
250.96551569000366,503.8486121017408,332.68662533040094,382.15910432494417,399.86483252342384,113.16716491833402,91.79559121730267,281.26880960461756,133.64317360790108,132.8292885335701,0.26133252744262975,0.08914304691382899,0.12534372675174665,11.523989021087115,802.310066100531,214.72678625323454,0.7932421182019955,2.7367023636005476
253.11052009761053,505.13726885218347,333.36119456672265,383.0970849206778,400.730309243585,113.19204714665153,91.99854287218217,281.7378473695919,133.78869605622978,132.9686203606046,0.2534194004668391,0.0889348757140676,0.12692799327231277,11.52740150592735,806.1966095805802,214.98038159723922,0.7888326046240403,2.74735032483788
250.96551569000366,506.19022817377515,335.5184434096201,385.5846822125211,403.38089414689097,113.99967311811628,92.47085211466256,282.60836024078014,134.58570626364906,132.3837911698415,0.25749233759785894,0.07935289598490494,0.12374724868556555,13.151720038717993,807.1480796105341,214.3958577487027,0.7575572740356689,2.608826560012293
250.96551569000366,507.5845494535725,334.4892068265307,384.56719412030697,403.7182122497846,114.06629702851785,92.53527295900369,282.18535246272114,134.79414625305336,131.93017578051874,0.2616139860125509,0.08172209566372621,0.12876493977457665,12.687043537026398,803.5624343055454,215.11707217153656,0.747311391296891,2.5401632635568476
250.96551569000366,507.95969948802514,335.16735705415334,385.0054380551557,404.02275774078566,114.26419213410854,92.6769704581487,282.93556323251374,134.90259082841445,131.51855874809638,0.2626282195126412,0.08428402439547872,0.12938753057587574,12.173012457635316,804.2712188810016,214.73958148964135,0.7488353539540992,2.5667594811209793
253.11052009761053,505.9426537241827,334.3756595606955,384.1215017707552,403.21623175543107,114.088911950984,92.466881937902,282.376962035372,134.52639807303933,132.61714298717573,0.26035858252586486,0.08098193612461338,0.1242265353488642,12.756821056993074,812.2635472647905,214.66923889729745,0.7722970749523023,2.7618432369817225
254.18302230141396,503.6397403576678,333.32269891023714,382.72171946343775,400.13021074655336,113.12280711411378,91.79081755238818,281.0806327767536,133.1241654170466,130.92511450976397,0.2569890812521394,0.08173955847715261,0.12186462440186627,12.345022480292856,814.4659947521684,214.8536775489179,0.8070438580949855,3.0969855799600965
252.03801789380708,502.09920885701933,330.25990689210494,379.4388739878431,398.16485319799983,112.81782540908182,91.25848301840874,278.9357914203539,133.04738468895437,130.37913587005866,0.26436048821729363,0.08064829216431325,0.12598724220147786,12.593555310210412,812.2303680008517,214.63303774063422,0.8215746531657272,2.8581117545451433
253.11052009761053,501.19471229469525,329.6041378601133,379.99663899583254,396.84495623732914,112.77544423047559,90.93647332472128,278.07089576790787,132.77627325055167,131.15854916409404,0.25522677158291684,0.07784218182703699,0.12882414926872054,13.043542537056732,811.7875142324729,214.68297037051457,0.8349020559210601,2.9657572213001075
254.18302230141396,501.692523284736,329.07161461206374,378.0281788868911,396.0963818217845,112.11507686725446,90.78834792034485,277.3066419512597,132.61147358950745,129.2750843892526,0.2615826816429288,0.0803723541879666,0.1316887798449269,12.655787254560812,814.7314288636777,214.65993894498226,0.8222936800741841,2.8031402730015476
252.03801789380708,500.23103540488387,328.96149912955866,378.12518149697627,397.20465563614937,112.50348380040704,90.95065252743757,277.26014386278246,132.80096448896595,129.35874975507,0.26751071852532476,0.07507861183915512,0.1257702067313049,13.678902176437536,814.7869594281738,214.59889630495357,0.8239946416844504,2.8602197666437843
246.67550687478993,496.27271107848037,325.5701511595617,374.1288471804163,394.4237796172707,111.74382006810575,90.2407943754499,273.9068203075384,131.87319735785107,123.14175037887154,0.2902077902847837,0.07539609046668538,0.1250567224256177,13.54396178605463,814.3729140027356,215.07631466239678,0.8668862180107717,3.0342478765649523
246.67550687478993,498.165048124538,327.2517249913126,375.90953795126444,394.0624815544558,111.57202804782945,90.34850905208482,274.98657457687386,131.79264321790814,124.6717496923835,0.2743091011102203,0.08082015517586655,0.12444832342057381,12.660006956627214,811.7952626833328,213.64611931104972,0.8727251778078291,3.019057557172496
245.60300467098648,499.41950724629424,329.49939386455975,378.21196418921306,395.63976341828226,111.81602503906451,90.70970060927836,276.8489946576237,132.1391408626322,129.0489393905581,0.25342641938379473,0.08328468777768061,0.12521428436822804,12.265049079224848,811.4996294812925,215.00647139635166,0.869029760572594,2.9155307407725544
253.11052009761053,497.8085327260761,328.9434449650829,377.3399800121266,392.6690460500264,110.91253272532036,90.10925863825156,275.96241029947856,131.23007672938596,132.85952403705855,0.23761181683435992,0.0835913611564647,0.12556366658952534,12.30519860898473,810.4565687886097,214.16023815145493,0.908536963149649,3.1517781041719726
254.18302230141396,490.0839641673284,323.741458268529,371.8813313485337,388.1358344598955,109.35030085768427,88.91891457021705,271.48439472496125,129.36970265630427,125.734465512256,0.2595585663712608,0.08106588950414319,0.1226050401162611,12.388206869667,810.8048517208522,215.2213689521991,1.0137811423341356,3.4612611238522786
253.11052009761053,489.71639085300376,321.9454419231177,370.1803212931127,387.6496407724902,109.35041712977923,88.78960024144429,270.7962854290408,129.284636828279,122.54093364790772,0.27180769948556865,0.0805941382995342,0.12484074308911952,12.587246543820495,810.1669952724984,214.98961913376706,1.0098634317961932,3.3809066501845937
254.18302230141396,491.3433379183569,323.295923267499,371.64488748645124,388.6719863971369,109.58836797207732,89.06080112539831,271.9707522477241,129.6527085451059,125.16289024083031,0.26395353141220546,0.08147400034605817,0.12483394422858793,12.350870474618054,809.8998723960581,214.81104756615758,0.9874652923256435,3.507832137706907
253.11052009761053,496.6431512598804,327.57326816854624,375.17959331037395,393.0749068716951,111.14856507805194,90.34401897122466,275.1291895193844,131.33294321766343,128.80490160075811,0.2606608170899748,0.07947468900522107,0.12402039125721268,12.840740468449942,810.4705756036258,214.77072696752919,0.902404676475711,3.0563543704832887
